n,Group,doc_id,cross_entropy,Split
1,Agent,2950,9.737603902869749,3
1,Agent,39,3.6522428211902924,3
1,Agent,2295,9.931700069355118,3
1,Agent,311,10.046155973209963,3
1,Agent,2377,10.87377582580568,3
1,Agent,761,10.75387709556034,3
1,Agent,1939,10.502587090913044,3
1,Agent,2599,8.548625213147867,3
1,Agent,369,9.94594909443413,3
1,Agent,2458,3.652242821190293,3
1,Agent,2290,9.64994231203335,3
1,Agent,776,9.26873053260689,3
1,Agent,3184,11.014479283388484,3
1,Agent,2750,9.497401611904355,3
1,Agent,94,10.854479272916272,3
1,Agent,295,9.895870503261326,3
1,Agent,2395,9.179967646221849,3
1,Agent,993,11.601339827788435,3
1,Agent,2514,9.124137449462378,3
1,Agent,583,9.96757816863226,3
1,Agent,29,10.306907515858995,3
1,Agent,2853,10.176352362082168,3
1,Agent,2125,8.605744457414463,3
1,Agent,1539,8.167467494049019,3
1,Agent,1155,10.182129461415753,3
1,Agent,1585,9.35580262604369,3
1,Agent,606,5.058388135249718,3
1,Agent,2151,9.881859971588161,3
1,Agent,1198,9.186976808275332,3
1,Agent,1120,9.85332353081884,3
1,Agent,345,9.957190978117689,3
1,Agent,658,6.254391302147458,3
1,Agent,346,10.3481063443042,3
1,Agent,1059,10.213082649241587,3
1,Agent,3131,11.59641829946213,3
1,Agent,500,9.833172571721562,3
1,Agent,2733,9.544856920491835,3
1,Agent,2320,8.97528619864032,3
1,Agent,2695,9.418484812806396,3
1,Agent,3158,3.6522428211902924,3
1,Agent,2326,9.474842522684401,3
1,Agent,1946,9.087029074425425,3
1,Agent,1856,7.614645788228079,3
